parent_code,parent_title,child_code,child_title,govuk_link
EIM11300,Accommodation provided by reason of employment: contents - HMRC internal manual - GOV.UK,EIM11372,Living accommodation exemption: homes outside the,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim11372
EIM11300,Accommodation provided by reason of employment: contents - HMRC internal manual - GOV.UK,EIM11373,Living accommodation exemption: homes outside the,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim11373
EIM11300,Accommodation provided by reason of employment: contents - HMRC internal manual - GOV.UK,EIM11374,Living accommodation exemption: homes outside the,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim11374
EIM11300,Accommodation provided by reason of employment: contents - HMRC internal manual - GOV.UK,EIM11401,Living accommodation: brief outline of the legislation,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim11401
EIM11300,Accommodation provided by reason of employment: contents - HMRC internal manual - GOV.UK,EIM11402,Living accommodation: when a charge can arise under,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim11402
EIM11300,Accommodation provided by reason of employment: contents - HMRC internal manual - GOV.UK,EIM11403,Living accommodation: persons chargeable,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim11403
EIM11300,Accommodation provided by reason of employment: contents - HMRC internal manual - GOV.UK,EIM11404,Living accommodation: provided for members of,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim11404
EIM11300,Accommodation provided by reason of employment: contents - HMRC internal manual - GOV.UK,EIM11405,Living accommodation: meaning of provided: the,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim11405
EIM11300,Accommodation provided by reason of employment: contents - HMRC internal manual - GOV.UK,EIM11406,Living accommodation: meaning of provided: practical,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim11406
EIM11300,Accommodation provided by reason of employment: contents - HMRC internal manual - GOV.UK,EIM11407,Living accommodation: meaning of by reason of the,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim11407
EIM11300,Accommodation provided by reason of employment: contents - HMRC internal manual - GOV.UK,EIM11408,Living accommodation: meaning of by reason of the,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim11408
EIM11300,Accommodation provided by reason of employment: contents - HMRC internal manual - GOV.UK,EIM11410,Living accommodation: provided to more than one,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim11410
EIM11300,Accommodation provided by reason of employment: contents - HMRC internal manual - GOV.UK,EIM11411,Living accommodation: provided to more than one,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim11411
EIM11300,Accommodation provided by reason of employment: contents - HMRC internal manual - GOV.UK,EIM11412,Living accommodation: avoidance areas,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim11412
EIM11300,Accommodation provided by reason of employment: contents - HMRC internal manual - GOV.UK,EIM11413,Living accommodation: avoidance area: shadow,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim11413
EIM11300,Accommodation provided by reason of employment: contents - HMRC internal manual - GOV.UK,EIM11414,Living accommodation: avoidance area: co-ownership,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim11414
EIM11300,Accommodation provided by reason of employment: contents - HMRC internal manual - GOV.UK,EIM11415,Living accommodation: avoidance area: lease premium,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim11415
EIM11300,Accommodation provided by reason of employment: contents - HMRC internal manual - GOV.UK,EIM11421,Living accommodation: meaning of provided: example 1,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim11421
EIM11300,Accommodation provided by reason of employment: contents - HMRC internal manual - GOV.UK,EIM11422,Living accommodation: meaning of provided: example 2,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim11422
EIM11300,Accommodation provided by reason of employment: contents - HMRC internal manual - GOV.UK,EIM11423,Living accommodation: meaning of provided: example 3,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim11423
EIM11300,Accommodation provided by reason of employment: contents - HMRC internal manual - GOV.UK,EIM11425,Living accommodation: housing for key workers: rented,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim11425
EIM11300,Accommodation provided by reason of employment: contents - HMRC internal manual - GOV.UK,EIM11426,Living accommodation: housing for key workers: rented,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim11426
EIM11300,Accommodation provided by reason of employment: contents - HMRC internal manual - GOV.UK,EIM11427,Living accommodation: housing for key workers: shared,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim11427
EIM11300,Accommodation provided by reason of employment: contents - HMRC internal manual - GOV.UK,EIM11428,Living accommodation: measure of benefit,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim11428
EIM11300,Accommodation provided by reason of employment: contents - HMRC internal manual - GOV.UK,EIM11429,Living accommodation: cost of providing living,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim11429
EIM11300,Accommodation provided by reason of employment: contents - HMRC internal manual - GOV.UK,EIM11430,Living accommodation: cost of providing,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim11430
EIM11300,Accommodation provided by reason of employment: contents - HMRC internal manual - GOV.UK,EIM11431,"Living accommodation: property costing £75,000 or less:",https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim11431
EIM11300,Accommodation provided by reason of employment: contents - HMRC internal manual - GOV.UK,EIM11432,Living accommodation: definition of annual value,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim11432
EIM11300,Accommodation provided by reason of employment: contents - HMRC internal manual - GOV.UK,EIM11433,Living accommodation: meaning of annual value,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim11433
EIM11300,Accommodation provided by reason of employment: contents - HMRC internal manual - GOV.UK,EIM11434,Living accommodation: meaning of annual value for,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim11434
EIM11300,Accommodation provided by reason of employment: contents - HMRC internal manual - GOV.UK,EIM11436,Living accommodation: property with no gross rating,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim11436
EIM11300,Accommodation provided by reason of employment: contents - HMRC internal manual - GOV.UK,EIM11437,Living accommodation: property with no gross rating,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim11437
EIM11300,Accommodation provided by reason of employment: contents - HMRC internal manual - GOV.UK,EIM11438,Living accommodation: annual value of United Kingdom,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim11438
EIM11300,Accommodation provided by reason of employment: contents - HMRC internal manual - GOV.UK,EIM11439,Living accommodation: annual value of United Kingdom,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim11439
EIM11300,Accommodation provided by reason of employment: contents - HMRC internal manual - GOV.UK,EIM11440,Living accommodation: meaning of annual value for,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim11440
EIM11300,Accommodation provided by reason of employment: contents - HMRC internal manual - GOV.UK,EIM11441,Living accommodation: meaning of annual value for,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim11441
EIM11300,Accommodation provided by reason of employment: contents - HMRC internal manual - GOV.UK,EIM11442,Living accommodation: Section 105 ITEPA 2003 benefit,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim11442
EIM11300,Accommodation provided by reason of employment: contents - HMRC internal manual - GOV.UK,EIM11443,Living accommodation: Section 105 ITEPA 2003 benefit,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim11443
EIM11300,Accommodation provided by reason of employment: contents - HMRC internal manual - GOV.UK,EIM11444,Living accommodation: lease premium cases: overview,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim11444
EIM11300,Accommodation provided by reason of employment: contents - HMRC internal manual - GOV.UK,EIM11445,Living accommodation: lease premium cases: detailed,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim11445
EIM11300,Accommodation provided by reason of employment: contents - HMRC internal manual - GOV.UK,EIM11446,Living accommodation: lease premium cases:,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim11446
EIM11300,Accommodation provided by reason of employment: contents - HMRC internal manual - GOV.UK,EIM11447,Living accommodation: lease premium cases:,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim11447
EIM11300,Accommodation provided by reason of employment: contents - HMRC internal manual - GOV.UK,EIM11448,Living accommodation: lease premium cases:,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim11448
EIM11300,Accommodation provided by reason of employment: contents - HMRC internal manual - GOV.UK,EIM11449,Living accommodation: lease premium cases:,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim11449
EIM11300,Accommodation provided by reason of employment: contents - HMRC internal manual - GOV.UK,EIM11472,Living accommodation: properties costing more than,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim11472
EIM11300,Accommodation provided by reason of employment: contents - HMRC internal manual - GOV.UK,EIM11473,Living accommodation: Section 107 ITEPA 2003 charge:,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim11473
EIM11300,Accommodation provided by reason of employment: contents - HMRC internal manual - GOV.UK,EIM11477,Living accommodation: Section 107 ITEPA 2003:,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim11477
EIM11300,Accommodation provided by reason of employment: contents - HMRC internal manual - GOV.UK,EIM11478,Living accommodation: Section 107 ITEPA 2003: District,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim11478
EIM11300,Accommodation provided by reason of employment: contents - HMRC internal manual - GOV.UK,EIM11479,Living accommodation: Section 107 ITEPA 2003: District,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim11479
EIM11300,Accommodation provided by reason of employment: contents - HMRC internal manual - GOV.UK,EIM11480,Living accommodation: section 106 ITEPA 2003: amount,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim11480
EIM11300,Accommodation provided by reason of employment: contents - HMRC internal manual - GOV.UK,EIM11481,Living accommodation: Section 106 ITEPA 2003: cost of,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim11481
EIM11300,Accommodation provided by reason of employment: contents - HMRC internal manual - GOV.UK,EIM11482,Living accommodation: Section 106 ITEPA 2003: cost of,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim11482
EIM11300,Accommodation provided by reason of employment: contents - HMRC internal manual - GOV.UK,EIM11483,Living accommodation: Section 106 ITEPA 2003: amount,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim11483
EIM11300,Accommodation provided by reason of employment: contents - HMRC internal manual - GOV.UK,EIM11484,Living accommodation: Section 106 ITEPA 2003: amount,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim11484
EIM11300,Accommodation provided by reason of employment: contents - HMRC internal manual - GOV.UK,EIM11485,Living accommodation: Section 106 ITEPA 2003: amount,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim11485
EIM11300,Accommodation provided by reason of employment: contents - HMRC internal manual - GOV.UK,EIM11501,Living accommodation: part of premises used for,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim11501
EIM11300,Accommodation provided by reason of employment: contents - HMRC internal manual - GOV.UK,EIM11502,Living accommodation: where living accommodation is,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim11502
EIM11300,Accommodation provided by reason of employment: contents - HMRC internal manual - GOV.UK,EIM11503,Living accommodation: business use of accommodation,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim11503
EIM11300,Accommodation provided by reason of employment: contents - HMRC internal manual - GOV.UK,EIM11504,Living accommodation: where living accommodation is,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim11504
EIM11300,Accommodation provided by reason of employment: contents - HMRC internal manual - GOV.UK,EIM11505,Living accommodation: where living accommodation is,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim11505
EIM11300,Accommodation provided by reason of employment: contents - HMRC internal manual - GOV.UK,EIM11506,Living accommodation: part of living accommodation,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim11506
EIM11300,Accommodation provided by reason of employment: contents - HMRC internal manual - GOV.UK,EIM11521,Living accommodation: other liabilities in connection,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim11521
EIM11300,Accommodation provided by reason of employment: contents - HMRC internal manual - GOV.UK,EIM11522,Living accommodation: other liabilities in connection,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim11522
EIM11800,PAYE special types of payment: contents - HMRC internal manual - GOV.UK,EIM11801,Background to PAYE on special types of payment:,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim11801
EIM11800,PAYE special types of payment: contents - HMRC internal manual - GOV.UK,EIM11802,Special type of payer or payee: background,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim11802
EIM11800,PAYE special types of payment: contents - HMRC internal manual - GOV.UK,EIM11803,Special type of income: background,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim11803
EIM11800,PAYE special types of payment: contents - HMRC internal manual - GOV.UK,EIM11804,Meaning of employeeBetaThis part of GOV.UK is being rebuilt – find out what beta means,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim11804
EIM11800,PAYE special types of payment: contents - HMRC internal manual - GOV.UK,EIM11805,Meaning of employer,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim11805
EIM11800,PAYE special types of payment: contents - HMRC internal manual - GOV.UK,EIM11810,Payments by intermediary,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim11810
EIM11800,PAYE special types of payment: contents - HMRC internal manual - GOV.UK,EIM11811,Payments by intermediary: example,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim11811
EIM11800,PAYE special types of payment: contents - HMRC internal manual - GOV.UK,EIM11812,Special type of payer or payee: payments by payroll,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim11812
EIM11800,PAYE special types of payment: contents - HMRC internal manual - GOV.UK,EIM11813,PAYE: employment Income provided through third,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim11813
EIM11800,PAYE special types of payment: contents - HMRC internal manual - GOV.UK,EIM11815,Agency workers,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim11815
EIM11800,PAYE special types of payment: contents - HMRC internal manual - GOV.UK,EIM11816,Agency workers: who has to operate PAYE: payment in,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim11816
EIM11800,PAYE special types of payment: contents - HMRC internal manual - GOV.UK,EIM11817,Agency workers: who has to operate PAYE: payment in,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim11817
EIM11800,PAYE special types of payment: contents - HMRC internal manual - GOV.UK,EIM11818,Agency workers: example,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim11818
EIM11800,PAYE special types of payment: contents - HMRC internal manual - GOV.UK,EIM11819,Agency workers: further examples,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim11819
EIM11800,PAYE special types of payment: contents - HMRC internal manual - GOV.UK,EIM11820,Employee of a non-UK employer,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim11820
EIM11800,PAYE special types of payment: contents - HMRC internal manual - GOV.UK,EIM11825,Non-resident employee,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim11825
EIM11800,PAYE special types of payment: contents - HMRC internal manual - GOV.UK,EIM11835,Organised arrangements for sharing tips,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim11835
EIM11800,PAYE special types of payment: contents - HMRC internal manual - GOV.UK,EIM11840,Cash vouchers,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim11840
EIM11800,PAYE special types of payment: contents - HMRC internal manual - GOV.UK,EIM11845,"Non-cash vouchers01/10/2025, 21:00 EIM11800 - PAYE special types of payment: contents - HMRC internal manual - GOV.UK",https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim11845
EIM11800,PAYE special types of payment: contents - HMRC internal manual - GOV.UK,EIM11850,Credit-tokens,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim11850
EIM11800,PAYE special types of payment: contents - HMRC internal manual - GOV.UK,EIM11855,Readily convertible assets,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim11855
EIM11800,PAYE special types of payment: contents - HMRC internal manual - GOV.UK,EIM11860,A payment that enhances the value of an existing asset,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim11860
EIM11800,PAYE special types of payment: contents - HMRC internal manual - GOV.UK,EIM11861,A payment that enhances the value of an asset: premium,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim11861
EIM11800,PAYE special types of payment: contents - HMRC internal manual - GOV.UK,EIM11865,Shares ceasing to be only conditional or being disposed,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim11865
EIM11800,PAYE special types of payment: contents - HMRC internal manual - GOV.UK,EIM11866,Shares ceasing to be only conditional or being disposed,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim11866
EIM11800,PAYE special types of payment: contents - HMRC internal manual - GOV.UK,EIM11870,Conversion of shares,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim11870
EIM11800,PAYE special types of payment: contents - HMRC internal manual - GOV.UK,EIM11875,Gains from share options,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim11875
EIM11800,PAYE special types of payment: contents - HMRC internal manual - GOV.UK,EIM11876,Gains from share options: approved share option,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim11876
EIM11800,PAYE special types of payment: contents - HMRC internal manual - GOV.UK,EIM11877,Gains from share options: exercise of an option in an,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim11877
EIM11800,PAYE special types of payment: contents - HMRC internal manual - GOV.UK,EIM11878,Gains from share options: exercise of an option in an,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim11878
EIM11800,PAYE special types of payment: contents - HMRC internal manual - GOV.UK,EIM11879,Gains from share options: option cancelled in return for,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim11879
